personID,name,dOB,pOB,height,weight,handedness,pid
2190,Tim Stutzle,2002-01-15,"Viersen, Germany",185,84,L,s/stuetti02
2191,Artem Zub,1995-10-03,"Khabarovsk, Russian Federation",188,92,R,z/zubar01
2192,Jalen Chatfield,1996-05-16,"Ypsilanti, Michigan",185,85,R,c/chatfja01
2193,Jonah Gadjovich,1998-10-12,"Whitby, Ontario",188,94,L,g/gadjojo01
2194,Nils Hoglander,2000-12-20,"BocktraSk, Sweden",175,83,L,h/hoglani01
2195,Olli Juolevi,1998-05-05,"Helsinki, Finland",188,82,L,j/juoleol01
2196,Kole Lind,1998-10-16,"Swift Current, Saskatchewan",185,80,R,l/lindko01
2197,William Lockwood,1998-06-20,"Royal Oak, Michigan",180,81,R,l/lockwwi01
2198,Marc Michaelis,1995-07-31,"Mannheim, Germany",180,84,L,m/michama01
2199,Jack Rathbone,1999-05-20,"Boston, Massachusetts",178,80,L,r/rathbja01
2200,Quinton Byfield,2002-08-19,"Newmarket, Ontario",196,99,L,b/byfiequ01
2201,Arthur Kaliyev,2001-06-26,"Tashkent, Uzbekistan",188,86,L,k/kaliyar01
2202,Rasmus Kupari,2000-03-15,"Kotka, Finland",185,83,R,k/kuparra01
2203,Drake Rymsha,1998-08-06,"Huntington Woods, Michigan",183,86,R,r/rymshdr01
2204,Austin Strand,1997-02-17,"Calgary, Alberta",190,97,R,s/stranau01
2205,Ivan Chekhovich,1999-01-04,"Yekaterinburg, Russian Federation",178,83,L,c/chekhiv01
2206,Sasha Chmelevski,1999-06-09,"Newport Beach, California",183,85,R,c/chmelal01
2207,Fredrik Handemark,1993-08-27,"Bjorbo, Sweden",193,94,L,h/handefr01
2208,Josef Korenar,1998-01-31,Czech Republic,185,83,None,k/korenjo01
2209,John Leonard,1998-08-07,"Westwood, New Jersey",180,88,L,l/leonajo01
2210,Alexei Melnichuk,1998-06-29,"St. Petersburg, Russian Federation",185,92,L,m/melnial01
2211,Nicolas Meloche,1997-07-18,"LaSalle, Quebec",190,92,R,m/melocni01
2212,Brinson Pasichnuk,1997-11-24,"Bonnyville, Alberta",180,95,L,p/pasicbr01
2213,Jeffrey Viel,1997-01-28,"L'ange-Gardien, Quebec",188,92,L,v/vielje01
2214,Mathias Brome,1994-07-29,"Orby, Sweden",183,83,L,b/bromema01
2215,Joe Veleno,2000-01-13,"Montreal, Quebec",185,89,L,v/velenjo01
2216,Joshua Dunne,1998-12-08,"O'Fallon, Missouri",193,95,L,d/dunnejo01
2217,Veini Vehvilainen,1997-02-13,Finland,None,None,R,v/vehvive01
2218,Kevin Bahl,2000-06-27,"New Westminster, British Columbia",198,104,L,b/bahlke01
2219,Nolan Foote,2000-11-29,"Denver, Colorado",190,88,L,f/footeno01
2220,Mikhail Maltsev,1998-03-12,"St. Petersburg, Russian Federation",190,89,L,m/maltsmi01
2221,Yegor Sharangovich,1998-06-06,"Minsk, Belarus",188,88,L,s/sharaye01
2222,Ty Smith,2000-03-24,"Lloydminster, Alberta",180,81,L,s/smithty01
2223,Marian Studenic,1998-10-28,"Skalica, Slovakia",185,82,L,s/studema01
2224,Tyce Thompson,1999-07-12,"Calgary,",185,79,R,t/thompty01
2225,Simon Benoit,1998-09-19,"Laval, Quebec",190,92,L,b/benoisi01
2226,Jamie Drysdale,2002-04-08,"Toronto, Ontario",180,83,R,d/drysdja01
2227,Trevor Zegras,2001-03-20,"Bedford, New York",183,83,L,z/zegratr01
2228,Don Granato,1967-08-11,"Downers Grove, United States",183,77,None,/coaches/granado01c.html
2229,Jacob Bryson,1997-11-18,"London, Ontario",None,None,L,b/brysoja01
2230,Dylan Cozens,2001-02-09,"Whitehorse, Yukon",190,85,R,c/cozendy01
2231,Michael Houser,1992-09-13,"Youngstown, Ohio",188,86,R,h/housemi01
2232,Ukko-Pekka Luukkonen,1999-03-09,"Espoo, Finland",196,98,L,l/luukkuk01
2233,Brett Murray,1998-07-20,"Bolton, Ontario",196,103,L,m/murrabr02
2234,Arttu Ruotsalainen,1997-10-29,"Oulu, Finland",175,83,L,r/ruotsar01
2235,Mattias Samuelsson,2000-03-14,"Philadelphia, Pennsylvania",193,102,L,s/samuema02
